subject_ID,age_in_years,age_in_months,gender,gender_coded,age_group,age_group_coded,trial_number,answerL,answerR,confidenceL,confidenceR,condition,combination,RT_answerL,RT_answerR,RT_confidenceL,RT_confidenceR,items_countL,items_countR,uncertainty_level_L,uncertainty_level_R,n_fish_L,n_fish_R,n_cans_L,n_cans_R,q1,q2,q3,q4,q5,percent_comprehension
7522093,4,48,Female,2,5-Apr,0,5,0,1,6,0,trial_6,0,6809.3,6932.3,4893.5,4893.5,"{""FishSmall"":0,""FishBig"":1,""CanSmall"":0,""CanBig"":1,""Seaweed"":4}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":2,""CanBig"":3,""Seaweed"":1}",4,1,1,0,1,5,2,2,2,2,2,1
7522093,4,48,Female,2,5-Apr,0,6,1,1,1,5,trial_9,0,10691,3414.2,4943.6,4943.6,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":2,""CanBig"":2,""Seaweed"":2}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":1,""CanBig"":2,""Seaweed"":3}",2,3,0,0,4,3,2,2,2,2,2,1
7522093,4,48,Female,2,5-Apr,0,7,0,0,6,3,trial_5,1,9042.4,8416,8293.4,8293.4,"{""FishSmall"":1,""FishBig"":2,""CanSmall"":0,""CanBig"":0,""Seaweed"":3}","{""FishSmall"":4,""FishBig"":2,""CanSmall"":0,""CanBig"":0,""Seaweed"":0}",3,0,3,6,0,0,2,2,2,2,2,1
7522093,4,48,Female,2,5-Apr,0,8,1,1,6,0,trial_4,0,8451,7593.1,3224.8,3224.8,"{""FishSmall"":4,""FishBig"":0,""CanSmall"":1,""CanBig"":0,""Seaweed"":1}","{""FishSmall"":1,""FishBig"":0,""CanSmall"":1,""CanBig"":1,""Seaweed"":3}",1,3,4,1,1,2,2,2,2,2,2,1
7522093,4,48,Female,2,5-Apr,0,9,0,0,0,0,trial_7,1,10276.3,12184.7,8192,8192,"{""FishSmall"":1,""FishBig"":0,""CanSmall"":2,""CanBig"":1,""Seaweed"":2}","{""FishSmall"":4,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":0}",2,0,1,5,3,1,2,2,2,2,2,1
7522093,4,48,Female,2,5-Apr,0,10,0,0,0,4,trial_1,0,9225.1,6785.8,8509.2,8509.2,"{""FishSmall"":0,""FishBig"":1,""CanSmall"":0,""CanBig"":1,""Seaweed"":4}","{""FishSmall"":4,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":0}",4,0,1,5,1,1,2,2,2,2,2,1
7554912,9,113,Male,1,9-Aug,2,1,0,1,5,4,trial_7,0,2509.8,3638.6,5387.8,5387.8,"{""FishSmall"":4,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":0}","{""FishSmall"":1,""FishBig"":0,""CanSmall"":2,""CanBig"":1,""Seaweed"":2}",0,2,5,1,1,3,2,2,2,2,2,1
7554912,9,113,Male,1,9-Aug,2,2,1,1,5,3,trial_6,1,3207.5,8484.4,2099.8,2099.8,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":2,""CanBig"":3,""Seaweed"":1}","{""FishSmall"":0,""FishBig"":1,""CanSmall"":0,""CanBig"":1,""Seaweed"":4}",1,4,0,1,5,1,2,2,2,2,2,1
7554912,9,113,Male,1,9-Aug,2,3,1,0,6,4,trial_8,1,2056.1,5127,1651.2,1651.2,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":4,""CanBig"":2,""Seaweed"":0}","{""FishSmall"":3,""FishBig"":0,""CanSmall"":1,""CanBig"":0,""Seaweed"":2}",0,2,0,3,6,1,2,2,2,2,2,1
7554912,9,113,Male,1,9-Aug,2,4,1,0,3,5,trial_1,0,2855.3,2580.2,2372.3,2372.3,"{""FishSmall"":0,""FishBig"":1,""CanSmall"":0,""CanBig"":1,""Seaweed"":4}","{""FishSmall"":4,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":0}",4,0,1,5,1,1,2,2,2,2,2,1
7554912,9,113,Male,1,9-Aug,2,5,0,0,4,6,trial_5,1,3333.8,2079.6,1207,1207,"{""FishSmall"":1,""FishBig"":2,""CanSmall"":0,""CanBig"":0,""Seaweed"":3}","{""FishSmall"":4,""FishBig"":2,""CanSmall"":0,""CanBig"":0,""Seaweed"":0}",3,0,3,6,0,0,2,2,2,2,2,1
7554912,9,113,Male,1,9-Aug,2,6,1,1,6,3,trial_2,0,1669.6,3194.7,1453.2,1453.2,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":4,""CanBig"":2,""Seaweed"":0}","{""FishSmall"":0,""FishBig"":1,""CanSmall"":0,""CanBig"":1,""Seaweed"":4}",0,4,0,1,6,1,2,2,2,2,2,1
7554912,9,113,Male,1,9-Aug,2,7,1,0,3,4,trial_4,1,3138.4,7190.9,1019.5,1019.5,"{""FishSmall"":1,""FishBig"":0,""CanSmall"":1,""CanBig"":1,""Seaweed"":3}","{""FishSmall"":4,""FishBig"":0,""CanSmall"":1,""CanBig"":0,""Seaweed"":1}",3,1,1,4,2,1,2,2,2,2,2,1
7554912,9,113,Male,1,9-Aug,2,8,1,0,4,5,trial_10,0,4482.8,2010.6,1235.9,1235.9,"{""FishSmall"":1,""FishBig"":0,""CanSmall"":3,""CanBig"":0,""Seaweed"":2}","{""FishSmall"":4,""FishBig"":1,""CanSmall"":0,""CanBig"":0,""Seaweed"":1}",2,1,1,5,3,0,2,2,2,2,2,1
7554912,9,113,Male,1,9-Aug,2,9,1,0,4,3,trial_3,0,4304.8,3165.1,1244.3,1244.3,"{""FishSmall"":2,""FishBig"":0,""CanSmall"":3,""CanBig"":0,""Seaweed"":1}","{""FishSmall"":0,""FishBig"":1,""CanSmall"":0,""CanBig"":1,""Seaweed"":4}",1,4,2,1,3,1,2,2,2,2,2,1
7554912,9,113,Male,1,9-Aug,2,10,1,1,5,4,trial_9,0,1782.9,2654.7,1299.2,1299.2,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":2,""CanBig"":2,""Seaweed"":2}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":1,""CanBig"":2,""Seaweed"":3}",2,3,0,0,4,3,2,2,2,2,2,1
7555013,7,88,Male,1,7-Jun,1,1,1,0,6,5,trial_1,0,9633,5200.8,3620.6,3620.6,"{""FishSmall"":0,""FishBig"":1,""CanSmall"":0,""CanBig"":1,""Seaweed"":4}","{""FishSmall"":4,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":0}",4,0,1,5,1,1,2,2,2,2,2,1
7555013,7,88,Male,1,7-Jun,1,2,0,1,4,6,trial_2,1,9462.5,6119.9,2988.9,2988.9,"{""FishSmall"":0,""FishBig"":1,""CanSmall"":0,""CanBig"":1,""Seaweed"":4}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":4,""CanBig"":2,""Seaweed"":0}",4,0,1,0,1,6,2,2,2,2,2,1
7555013,7,88,Male,1,7-Jun,1,3,0,1,3,6,trial_7,0,5070,5526.3,6924.4,6924.4,"{""FishSmall"":4,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":0}","{""FishSmall"":1,""FishBig"":0,""CanSmall"":2,""CanBig"":1,""Seaweed"":2}",0,2,5,1,1,3,2,2,2,2,2,1
7555013,7,88,Male,1,7-Jun,1,4,0,0,6,5,trial_4,0,5060.9,2749.9,3605.1,3605.1,"{""FishSmall"":4,""FishBig"":0,""CanSmall"":1,""CanBig"":0,""Seaweed"":1}","{""FishSmall"":1,""FishBig"":0,""CanSmall"":1,""CanBig"":1,""Seaweed"":3}",1,3,4,1,1,2,2,2,2,2,2,1
7555013,7,88,Male,1,7-Jun,1,5,0,0,5,6,trial_10,0,5656.8,4391.2,3107.7,3107.7,"{""FishSmall"":1,""FishBig"":0,""CanSmall"":3,""CanBig"":0,""Seaweed"":2}","{""FishSmall"":4,""FishBig"":1,""CanSmall"":0,""CanBig"":0,""Seaweed"":1}",2,1,1,5,3,0,2,2,2,2,2,1
7555013,7,88,Male,1,7-Jun,1,6,1,0,6,6,trial_6,1,3683.3,4804.9,1676.3,1676.3,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":2,""CanBig"":3,""Seaweed"":1}","{""FishSmall"":0,""FishBig"":1,""CanSmall"":0,""CanBig"":1,""Seaweed"":4}",1,4,0,1,5,1,2,2,2,2,2,1
7555013,7,88,Male,1,7-Jun,1,7,0,1,6,6,trial_8,0,2130.4,2460.8,2105,2105,"{""FishSmall"":3,""FishBig"":0,""CanSmall"":1,""CanBig"":0,""Seaweed"":2}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":4,""CanBig"":2,""Seaweed"":0}",2,0,3,0,1,6,2,2,2,2,2,1
7555013,7,88,Male,1,7-Jun,1,8,0,1,3,6,trial_9,1,10919.9,4909.1,2841.5,2841.5,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":1,""CanBig"":2,""Seaweed"":3}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":2,""CanBig"":2,""Seaweed"":2}",3,2,0,0,3,4,2,2,2,2,2,1
7555013,7,88,Male,1,7-Jun,1,9,0,0,5,6,trial_5,1,3232.3,4686.9,3093.9,3093.9,"{""FishSmall"":1,""FishBig"":2,""CanSmall"":0,""CanBig"":0,""Seaweed"":3}","{""FishSmall"":4,""FishBig"":2,""CanSmall"":0,""CanBig"":0,""Seaweed"":0}",3,0,3,6,0,0,2,2,2,2,2,1
7555013,7,88,Male,1,7-Jun,1,10,0,0,4,5,trial_3,0,5259.5,5742.8,2186.3,2186.3,"{""FishSmall"":2,""FishBig"":0,""CanSmall"":3,""CanBig"":0,""Seaweed"":1}","{""FishSmall"":0,""FishBig"":1,""CanSmall"":0,""CanBig"":1,""Seaweed"":4}",1,4,2,1,3,1,2,2,2,2,2,1
7562680,6,77,Female,2,7-Jun,1,1,1,0,6,6,trial_3,1,14546.3,3794.4,2843.9,2843.9,"{""FishSmall"":0,""FishBig"":1,""CanSmall"":0,""CanBig"":1,""Seaweed"":4}","{""FishSmall"":2,""FishBig"":0,""CanSmall"":3,""CanBig"":0,""Seaweed"":1}",4,1,1,2,1,3,2,2,2,2,2,1
7562680,6,77,Female,2,7-Jun,1,2,1,1,6,6,trial_9,1,4450,1910.6,2593,2593,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":1,""CanBig"":2,""Seaweed"":3}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":2,""CanBig"":2,""Seaweed"":2}",3,2,0,0,3,4,2,2,2,2,2,1
7562680,6,77,Female,2,7-Jun,1,3,0,1,6,6,trial_6,0,2711.8,3902,1676.5,1676.5,"{""FishSmall"":0,""FishBig"":1,""CanSmall"":0,""CanBig"":1,""Seaweed"":4}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":2,""CanBig"":3,""Seaweed"":1}",4,1,1,0,1,5,2,2,2,2,2,1
7562680,6,77,Female,2,7-Jun,1,4,1,0,6,3,trial_8,1,2567.6,2246.6,4194.3,4194.3,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":4,""CanBig"":2,""Seaweed"":0}","{""FishSmall"":3,""FishBig"":0,""CanSmall"":1,""CanBig"":0,""Seaweed"":2}",0,2,0,3,6,1,2,2,2,2,2,1
7562680,6,77,Female,2,7-Jun,1,5,1,1,5,4,trial_2,0,2745.8,4350.3,5944.4,5944.4,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":4,""CanBig"":2,""Seaweed"":0}","{""FishSmall"":0,""FishBig"":1,""CanSmall"":0,""CanBig"":1,""Seaweed"":4}",0,4,0,1,6,1,2,2,2,2,2,1
7562680,6,77,Female,2,7-Jun,1,6,0,0,6,6,trial_5,1,2251.1,1328.4,4245.1,4245.1,"{""FishSmall"":1,""FishBig"":2,""CanSmall"":0,""CanBig"":0,""Seaweed"":3}","{""FishSmall"":4,""FishBig"":2,""CanSmall"":0,""CanBig"":0,""Seaweed"":0}",3,0,3,6,0,0,2,2,2,2,2,1
7562680,6,77,Female,2,7-Jun,1,7,1,0,6,6,trial_10,0,2411.6,4362.3,2035.6,2035.6,"{""FishSmall"":1,""FishBig"":0,""CanSmall"":3,""CanBig"":0,""Seaweed"":2}","{""FishSmall"":4,""FishBig"":1,""CanSmall"":0,""CanBig"":0,""Seaweed"":1}",2,1,1,5,3,0,2,2,2,2,2,1
7562680,6,77,Female,2,7-Jun,1,8,0,1,6,6,trial_7,0,4551.7,2426.4,3562.9,3562.9,"{""FishSmall"":4,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":0}","{""FishSmall"":1,""FishBig"":0,""CanSmall"":2,""CanBig"":1,""Seaweed"":2}",0,2,5,1,1,3,2,2,2,2,2,1
7562680,6,77,Female,2,7-Jun,1,9,1,0,6,6,trial_4,1,9195,13586.3,4277.8,4277.8,"{""FishSmall"":1,""FishBig"":0,""CanSmall"":1,""CanBig"":1,""Seaweed"":3}","{""FishSmall"":4,""FishBig"":0,""CanSmall"":1,""CanBig"":0,""Seaweed"":1}",3,1,1,4,2,1,2,2,2,2,2,1
7562680,6,77,Female,2,7-Jun,1,10,0,0,6,6,trial_1,0,2604.5,1761,3745,3745,"{""FishSmall"":0,""FishBig"":1,""CanSmall"":0,""CanBig"":1,""Seaweed"":4}","{""FishSmall"":4,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":0}",4,0,1,5,1,1,2,2,2,2,2,1
7569663,7,95,Female,2,7-Jun,1,1,1,0,6,4,trial_8,1,4901.7,13024.7,4352,4352,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":4,""CanBig"":2,""Seaweed"":0}","{""FishSmall"":3,""FishBig"":0,""CanSmall"":1,""CanBig"":0,""Seaweed"":2}",0,2,0,3,6,1,2,2,2,2,2,1
7569663,7,95,Female,2,7-Jun,1,2,1,0,2,6,trial_4,1,16720.8,6257.8,9360.2,9360.2,"{""FishSmall"":1,""FishBig"":0,""CanSmall"":1,""CanBig"":1,""Seaweed"":3}","{""FishSmall"":4,""FishBig"":0,""CanSmall"":1,""CanBig"":0,""Seaweed"":1}",3,1,1,4,2,1,2,2,2,2,2,1
7569663,7,95,Female,2,7-Jun,1,3,1,1,6,6,trial_9,0,4437.3,4696.9,4757.2,4757.2,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":2,""CanBig"":2,""Seaweed"":2}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":1,""CanBig"":2,""Seaweed"":3}",2,3,0,0,4,3,2,2,2,2,2,1
7569663,7,95,Female,2,7-Jun,1,4,0,1,6,5,trial_10,1,3867.9,2548,2157.1,2157.1,"{""FishSmall"":4,""FishBig"":1,""CanSmall"":0,""CanBig"":0,""Seaweed"":1}","{""FishSmall"":1,""FishBig"":0,""CanSmall"":3,""CanBig"":0,""Seaweed"":2}",1,2,5,1,0,3,2,2,2,2,2,1
7569663,7,95,Female,2,7-Jun,1,5,0,0,6,6,trial_5,1,5504.3,4232.7,4005.5,4005.5,"{""FishSmall"":1,""FishBig"":2,""CanSmall"":0,""CanBig"":0,""Seaweed"":3}","{""FishSmall"":4,""FishBig"":2,""CanSmall"":0,""CanBig"":0,""Seaweed"":0}",3,0,3,6,0,0,2,2,2,2,2,1
7569663,7,95,Female,2,7-Jun,1,6,1,0,6,6,trial_6,1,5418.1,6277.3,4795.6,4795.6,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":2,""CanBig"":3,""Seaweed"":1}","{""FishSmall"":0,""FishBig"":1,""CanSmall"":0,""CanBig"":1,""Seaweed"":4}",1,4,0,1,5,1,2,2,2,2,2,1
7569663,7,95,Female,2,7-Jun,1,7,1,1,6,3,trial_3,1,5083.9,5344.5,5902.4,5902.4,"{""FishSmall"":0,""FishBig"":1,""CanSmall"":0,""CanBig"":1,""Seaweed"":4}","{""FishSmall"":2,""FishBig"":0,""CanSmall"":3,""CanBig"":0,""Seaweed"":1}",4,1,1,2,1,3,2,2,2,2,2,1
7569663,7,95,Female,2,7-Jun,1,8,0,1,6,3,trial_1,1,2957.9,3990.6,1533.3,1533.3,"{""FishSmall"":4,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":0}","{""FishSmall"":0,""FishBig"":1,""CanSmall"":0,""CanBig"":1,""Seaweed"":4}",0,4,5,1,1,1,2,2,2,2,2,1
7569663,7,95,Female,2,7-Jun,1,9,0,1,3,6,trial_2,1,6442.9,5409.1,2323.3,2323.3,"{""FishSmall"":0,""FishBig"":1,""CanSmall"":0,""CanBig"":1,""Seaweed"":4}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":4,""CanBig"":2,""Seaweed"":0}",4,0,1,0,1,6,2,2,2,2,2,1
7569663,7,95,Female,2,7-Jun,1,10,1,0,6,6,trial_7,1,5687,4025.7,2534.6,2534.6,"{""FishSmall"":1,""FishBig"":0,""CanSmall"":2,""CanBig"":1,""Seaweed"":2}","{""FishSmall"":4,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":0}",2,0,1,5,3,1,2,2,2,2,2,1
7569886,6,75,Female,2,7-Jun,1,1,0,0,6,5,trial_1,0,10057,5296.2,3792,3792,"{""FishSmall"":0,""FishBig"":1,""CanSmall"":0,""CanBig"":1,""Seaweed"":4}","{""FishSmall"":4,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":0}",4,0,1,5,1,1,2,2,2,2,2,1
7569886,6,75,Female,2,7-Jun,1,2,0,1,4,3,trial_10,1,6907.5,9224.9,7351.7,7351.7,"{""FishSmall"":4,""FishBig"":1,""CanSmall"":0,""CanBig"":0,""Seaweed"":1}","{""FishSmall"":1,""FishBig"":0,""CanSmall"":3,""CanBig"":0,""Seaweed"":2}",1,2,5,1,0,3,2,2,2,2,2,1
7569886,6,75,Female,2,7-Jun,1,3,0,0,6,6,trial_5,1,5956.6,10618.6,2886.2,2886.2,"{""FishSmall"":1,""FishBig"":2,""CanSmall"":0,""CanBig"":0,""Seaweed"":3}","{""FishSmall"":4,""FishBig"":2,""CanSmall"":0,""CanBig"":0,""Seaweed"":0}",3,0,3,6,0,0,2,2,2,2,2,1
7569886,6,75,Female,2,7-Jun,1,4,1,0,6,5,trial_3,1,9428.7,7768.8,4187.9,4187.9,"{""FishSmall"":0,""FishBig"":1,""CanSmall"":0,""CanBig"":1,""Seaweed"":4}","{""FishSmall"":2,""FishBig"":0,""CanSmall"":3,""CanBig"":0,""Seaweed"":1}",4,1,1,2,1,3,2,2,2,2,2,1
7569886,6,75,Female,2,7-Jun,1,5,1,0,6,6,trial_7,1,5088.2,5393.8,4029.3,4029.3,"{""FishSmall"":1,""FishBig"":0,""CanSmall"":2,""CanBig"":1,""Seaweed"":2}","{""FishSmall"":4,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":0}",2,0,1,5,3,1,2,2,2,2,2,1
7569886,6,75,Female,2,7-Jun,1,6,1,0,6,6,trial_4,1,4841.4,2218.7,2249.3,2249.3,"{""FishSmall"":1,""FishBig"":0,""CanSmall"":1,""CanBig"":1,""Seaweed"":3}","{""FishSmall"":4,""FishBig"":0,""CanSmall"":1,""CanBig"":0,""Seaweed"":1}",3,1,1,4,2,1,2,2,2,2,2,1
7569886,6,75,Female,2,7-Jun,1,7,1,1,6,6,trial_9,1,4268.8,1068.5,1785.2,1785.2,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":1,""CanBig"":2,""Seaweed"":3}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":2,""CanBig"":2,""Seaweed"":2}",3,2,0,0,3,4,2,2,2,2,2,1
7569886,6,75,Female,2,7-Jun,1,8,1,1,6,2,trial_2,0,2674.6,11448.6,4245.5,4245.5,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":4,""CanBig"":2,""Seaweed"":0}","{""FishSmall"":0,""FishBig"":1,""CanSmall"":0,""CanBig"":1,""Seaweed"":4}",0,4,0,1,6,1,2,2,2,2,2,1
7569886,6,75,Female,2,7-Jun,1,9,1,1,6,6,trial_6,0,5360.8,2506.1,2881.2,2881.2,"{""FishSmall"":0,""FishBig"":1,""CanSmall"":0,""CanBig"":1,""Seaweed"":4}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":2,""CanBig"":3,""Seaweed"":1}",4,1,1,0,1,5,2,2,2,2,2,1
7569886,6,75,Female,2,7-Jun,1,10,0,1,6,2,trial_8,0,6893.8,3603.9,490,490,"{""FishSmall"":3,""FishBig"":0,""CanSmall"":1,""CanBig"":0,""Seaweed"":2}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":4,""CanBig"":2,""Seaweed"":0}",2,0,3,0,1,6,2,2,2,2,2,1
7571191,5,70,Male,1,5-Apr,0,1,0,0,6,0,trial_1,0,18594.6,9668.7,13919.2,13919.2,"{""FishSmall"":0,""FishBig"":1,""CanSmall"":0,""CanBig"":1,""Seaweed"":4}","{""FishSmall"":4,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":0}",4,0,1,5,1,1,2,2,2,2,2,1
7571191,5,70,Male,1,5-Apr,0,2,0,1,5,6,trial_8,0,22324.1,6211.5,10886.6,10886.6,"{""FishSmall"":3,""FishBig"":0,""CanSmall"":1,""CanBig"":0,""Seaweed"":2}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":4,""CanBig"":2,""Seaweed"":0}",2,0,3,0,1,6,2,2,2,2,2,1
7571191,5,70,Male,1,5-Apr,0,3,0,0,3,5,trial_7,1,9745.9,16560.1,9902.8,9902.8,"{""FishSmall"":1,""FishBig"":0,""CanSmall"":2,""CanBig"":1,""Seaweed"":2}","{""FishSmall"":4,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":0}",2,0,1,5,3,1,2,2,2,2,2,1
7571191,5,70,Male,1,5-Apr,0,4,1,0,6,0,trial_6,1,8236.4,9384.2,6018.3,6018.3,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":2,""CanBig"":3,""Seaweed"":1}","{""FishSmall"":0,""FishBig"":1,""CanSmall"":0,""CanBig"":1,""Seaweed"":4}",1,4,0,1,5,1,2,2,2,2,2,1
7571191,5,70,Male,1,5-Apr,0,5,0,0,3,1,trial_5,0,13337.7,10876.9,8082.1,8082.1,"{""FishSmall"":4,""FishBig"":2,""CanSmall"":0,""CanBig"":0,""Seaweed"":0}","{""FishSmall"":1,""FishBig"":2,""CanSmall"":0,""CanBig"":0,""Seaweed"":3}",0,3,6,3,0,0,2,2,2,2,2,1
7571191,5,70,Male,1,5-Apr,0,6,0,1,4,4,trial_2,1,9221.5,14433.1,8587.8,8587.8,"{""FishSmall"":0,""FishBig"":1,""CanSmall"":0,""CanBig"":1,""Seaweed"":4}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":4,""CanBig"":2,""Seaweed"":0}",4,0,1,0,1,6,2,2,2,2,2,1
7571191,5,70,Male,1,5-Apr,0,7,0,0,6,4,trial_4,1,15447.5,11798,7761.9,7761.9,"{""FishSmall"":1,""FishBig"":0,""CanSmall"":1,""CanBig"":1,""Seaweed"":3}","{""FishSmall"":4,""FishBig"":0,""CanSmall"":1,""CanBig"":0,""Seaweed"":1}",3,1,1,4,2,1,2,2,2,2,2,1
7571191,5,70,Male,1,5-Apr,0,8,1,1,6,4,trial_9,1,8922.1,10567.1,4586.2,4586.2,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":1,""CanBig"":2,""Seaweed"":3}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":2,""CanBig"":2,""Seaweed"":2}",3,2,0,0,3,4,2,2,2,2,2,1
7571191,5,70,Male,1,5-Apr,0,9,0,1,6,1,trial_3,0,8398.9,9840.2,8330,8330,"{""FishSmall"":2,""FishBig"":0,""CanSmall"":3,""CanBig"":0,""Seaweed"":1}","{""FishSmall"":0,""FishBig"":1,""CanSmall"":0,""CanBig"":1,""Seaweed"":4}",1,4,2,1,3,1,2,2,2,2,2,1
7571191,5,70,Male,1,5-Apr,0,10,0,1,4,0,trial_10,1,6274.6,6204.1,6072.2,6072.2,"{""FishSmall"":4,""FishBig"":1,""CanSmall"":0,""CanBig"":0,""Seaweed"":1}","{""FishSmall"":1,""FishBig"":0,""CanSmall"":3,""CanBig"":0,""Seaweed"":2}",1,2,5,1,0,3,2,2,2,2,2,1
7571186,6,81,Female,2,7-Jun,1,1,1,0,0,5,trial_3,1,14436.9,27133.9,9162.2,9162.2,"{""FishSmall"":0,""FishBig"":1,""CanSmall"":0,""CanBig"":1,""Seaweed"":4}","{""FishSmall"":2,""FishBig"":0,""CanSmall"":3,""CanBig"":0,""Seaweed"":1}",4,1,1,2,1,3,2,2,2,2,0,0.8
7571186,6,81,Female,2,7-Jun,1,2,1,1,6,3,trial_9,0,6750.3,9866.9,6980.9,6980.9,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":2,""CanBig"":2,""Seaweed"":2}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":1,""CanBig"":2,""Seaweed"":3}",2,3,0,0,4,3,2,2,2,2,0,0.8
7571186,6,81,Female,2,7-Jun,1,3,1,0,4,6,trial_10,0,8083.3,4326.5,4419.4,4419.4,"{""FishSmall"":1,""FishBig"":0,""CanSmall"":3,""CanBig"":0,""Seaweed"":2}","{""FishSmall"":4,""FishBig"":1,""CanSmall"":0,""CanBig"":0,""Seaweed"":1}",2,1,1,5,3,0,2,2,2,2,0,0.8
7571186,6,81,Female,2,7-Jun,1,4,0,1,5,3,trial_7,1,11229.3,10748.4,6827,6827,"{""FishSmall"":1,""FishBig"":0,""CanSmall"":2,""CanBig"":1,""Seaweed"":2}","{""FishSmall"":4,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":0}",2,0,1,5,3,1,2,2,2,2,0,0.8
7571186,6,81,Female,2,7-Jun,1,5,1,1,6,6,trial_8,1,2679.2,6723.6,4379.6,4379.6,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":4,""CanBig"":2,""Seaweed"":0}","{""FishSmall"":3,""FishBig"":0,""CanSmall"":1,""CanBig"":0,""Seaweed"":2}",0,2,0,3,6,1,2,2,2,2,0,0.8
7571186,6,81,Female,2,7-Jun,1,6,0,0,4,6,trial_1,0,7169.1,6737.4,2935.2,2935.2,"{""FishSmall"":0,""FishBig"":1,""CanSmall"":0,""CanBig"":1,""Seaweed"":4}","{""FishSmall"":4,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":0}",4,0,1,5,1,1,2,2,2,2,0,0.8
7571186,6,81,Female,2,7-Jun,1,7,1,0,6,5,trial_2,0,2634.6,5919.3,4939,4939,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":4,""CanBig"":2,""Seaweed"":0}","{""FishSmall"":0,""FishBig"":1,""CanSmall"":0,""CanBig"":1,""Seaweed"":4}",0,4,0,1,6,1,2,2,2,2,0,0.8
7571186,6,81,Female,2,7-Jun,1,8,0,1,3,6,trial_6,0,9911.4,4867.9,6655.6,6655.6,"{""FishSmall"":0,""FishBig"":1,""CanSmall"":0,""CanBig"":1,""Seaweed"":4}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":2,""CanBig"":3,""Seaweed"":1}",4,1,1,0,1,5,2,2,2,2,0,0.8
7571186,6,81,Female,2,7-Jun,1,9,1,0,4,6,trial_4,1,12661.8,6027.6,2727.3,2727.3,"{""FishSmall"":1,""FishBig"":0,""CanSmall"":1,""CanBig"":1,""Seaweed"":3}","{""FishSmall"":4,""FishBig"":0,""CanSmall"":1,""CanBig"":0,""Seaweed"":1}",3,1,1,4,2,1,2,2,2,2,0,0.8
